"id","ak1","ak2","exp","cou","di1","di2","emo","wo1","poi","rbe","rhy","sso","tel","wo3","wo2","un1","un2","tur","st","age","gr1","gr2","mh1","mh2","bor","sex","rtc","ssc","owp","onp","nch","em1","em2","pan"
53690,0,0,2,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,2,4,9,8,3,4,2,1,4,4,3,5,2,4,1,2
53691,0,0,4,4,0,0,4,0,0,4,4,4,0,0,0,0,0,2,2,3,3,3,3,3,2,2,4,4,5,5,2,1,1,3
53695,0,0,1,5,0,0,1,0,0,2,2,1,0,0,0,0,0,1,1,5,7,3,1,1,3,1,2,2,1,1,2,1,4,2
53703,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,2,5,7,8,2,1,2,2,3,3,4,5,2,1,1,3
53705,0,0,1,1,0,0,2,0,0,2,2,2,0,0,0,0,0,1,3,5,8,8,2,3,2,2,4,4,3,3,2,1,1,2
53707,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,2,2,8,6,3,4,1,2,3,3,NA,NA,1,1,5,2
53709,0,0,1,1,0,0,2,0,0,1,2,1,0,0,0,0,0,2,2,5,7,8,3,2,3,1,3,3,3,3,2,1,1,3
53710,0,0,2,3,0,0,2,0,0,2,2,2,0,0,0,0,0,2,1,3,8,7,1,1,1,2,3,4,3,4,1,1,2,2
53712,0,0,2,2,0,0,2,0,0,2,2,2,0,0,0,0,0,2,3,5,7,8,3,3,5,1,3,4,2,4,4,1,4,3
53713,1,1,NA,NA,0,1,NA,1,0,NA,NA,NA,1,1,1,0,1,NA,1,2,7,8,1,1,1,1,2,2,NA,NA,1,1,1,2
53717,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,3,2,7,7,3,2,2,1,4,4,NA,NA,2,1,1,3
53718,0,0,1,2,0,0,2,0,0,1,2,2,0,0,0,0,0,3,1,5,7,8,2,1,2,1,4,2,3,5,3,5,1,2
53722,0,0,1,1,0,0,2,0,0,3,3,2,0,0,0,0,0,3,4,4,8,NA,NA,NA,4,2,1,3,3,3,3,NA,NA,4
53723,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,NA,2,5,NA,NA,NA,1,2,NA,NA,NA,NA,1,NA,NA,4
53725,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,1,2,6,4,2,1,3,2,4,4,NA,NA,3,1,1,NA
53727,0,0,2,1,0,0,1,0,0,1,3,2,0,0,0,0,0,5,5,4,4,NA,NA,NA,3,1,2,3,1,1,2,NA,NA,4
53729,0,0,4,4,0,0,3,0,0,4,2,4,1,0,0,0,0,4,2,5,9,8,2,3,4,2,4,2,2,2,3,5,1,3
53733,0,0,1,2,0,0,1,0,0,1,4,1,0,0,0,0,0,2,2,3,6,4,1,1,2,1,4,4,4,5,2,1,1,3
53734,0,0,2,1,0,0,2,0,0,1,1,1,0,0,0,0,0,3,3,4,5,NA,2,NA,3,2,4,2,3,4,2,1,NA,3
53737,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,1,8,7,3,2,3,1,4,2,NA,NA,2,2,1,3
53738,0,0,2,3,0,0,2,0,0,4,4,4,0,0,0,0,0,2,3,4,8,7,2,2,2,2,4,3,2,1,2,1,1,3
53739,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,2,1,7,8,1,1,5,2,4,4,NA,NA,4,5,1,3
53740,1,1,NA,NA,0,1,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,1,6,NA,2,NA,4,1,4,4,NA,NA,3,2,NA,3
53742,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,1,NA,4,2,7,7,1,1,3,2,2,2,NA,NA,2,1,1,2
53747,0,0,2,1,0,0,2,0,0,1,2,2,0,0,0,0,0,2,3,3,7,7,2,2,1,1,4,2,2,5,1,1,1,3
53751,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,1,5,6,7,3,1,2,2,2,3,3,5,2,1,1,3
53752,0,0,1,1,0,0,1,0,0,2,1,2,0,0,0,0,0,2,1,5,9,7,1,1,3,1,2,2,5,5,2,1,1,3
53753,0,0,1,1,0,0,1,0,0,1,2,2,0,0,0,0,0,2,1,4,8,7,3,2,1,2,4,4,2,2,1,1,1,3
53755,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,1,1,6,3,3,2,1,2,2,4,NA,NA,1,1,1,3
53756,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,2,2,6,8,2,2,1,2,4,4,NA,NA,1,5,1,3
53757,1,1,NA,NA,1,1,NA,0,1,NA,NA,NA,1,1,1,1,1,NA,1,1,7,8,1,1,3,2,4,4,NA,NA,2,1,5,2
53761,0,0,1,1,0,0,2,0,0,2,1,2,0,0,0,0,0,2,2,4,6,5,3,2,1,2,2,2,3,4,1,1,1,3
53762,0,0,1,2,0,0,3,0,0,3,2,4,0,1,0,0,0,2,3,3,3,3,3,3,1,2,2,2,2,2,1,1,1,3
53767,1,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,2,1,8,7,2,1,1,1,4,4,NA,NA,1,1,1,3
53768,1,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,2,2,7,7,3,2,1,2,4,4,NA,NA,1,5,1,3
53769,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,3,1,6,4,3,1,1,1,2,4,NA,NA,1,1,1,3
53771,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,NA,2,7,NA,NA,NA,1,2,NA,NA,NA,NA,1,NA,NA,4
53772,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,1,NA,1,1,7,8,3,2,3,2,2,2,NA,NA,2,1,1,2
53774,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,2,8,7,2,1,2,2,4,4,NA,NA,2,1,1,3
53775,1,1,NA,NA,1,1,NA,1,1,NA,NA,NA,1,1,1,0,1,NA,1,1,6,NA,NA,NA,5,1,4,4,NA,NA,4,NA,NA,4
53776,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,3,2,8,7,1,2,5,2,2,2,NA,NA,4,1,4,2
53778,0,0,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,1,4,5,6,7,1,1,3,1,2,2,2,3,2,1,1,2
53779,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,1,1,8,9,1,1,1,2,3,4,NA,NA,1,1,1,3
53781,1,1,NA,NA,1,1,NA,0,0,NA,NA,NA,1,1,1,0,1,NA,1,1,8,8,1,1,3,1,4,4,NA,NA,2,1,1,2
53784,0,0,1,3,0,0,4,0,0,2,4,2,0,0,0,0,0,2,2,4,7,5,3,2,3,1,1,2,3,4,2,1,1,3
53789,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,3,1,7,7,2,2,4,2,2,4,NA,NA,4,2,1,3
53790,0,0,4,2,0,0,3,0,0,4,4,5,1,0,0,0,0,2,3,3,7,3,4,2,1,2,2,4,4,2,1,4,1,3
53794,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,5,2,9,9,2,2,3,1,4,4,NA,NA,2,1,1,3
53795,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,1,2,8,8,2,1,1,1,4,4,NA,NA,1,5,1,3
53796,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,1,NA,2,2,8,8,1,2,1,1,3,4,NA,NA,1,1,1,2
53797,0,0,2,3,0,0,2,0,0,2,4,2,0,0,0,0,0,2,3,3,8,7,1,2,3,2,4,4,4,5,2,5,1,3
53799,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,4,2,7,7,2,1,1,1,4,4,NA,NA,1,1,1,2
53800,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,3,2,6,8,4,3,1,1,4,2,NA,NA,1,3,1,3
53802,0,0,1,2,0,0,1,0,0,2,2,1,0,0,0,0,0,2,5,3,7,7,1,1,2,2,2,2,4,3,2,1,1,2
53807,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,3,3,8,5,1,1,2,1,2,2,2,3,2,1,5,2
53808,0,0,1,3,0,0,1,0,0,2,4,2,0,0,0,0,0,2,2,4,7,8,2,2,3,2,1,4,3,5,3,1,1,3
53810,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,1,1,4,8,7,1,1,3,1,4,2,3,3,2,1,1,2
53811,0,0,5,1,0,0,5,0,0,5,3,5,0,0,0,0,0,1,5,5,5,NA,NA,NA,1,1,2,2,1,1,1,NA,NA,4
53812,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,3,2,7,2,1,1,4,2,2,4,NA,NA,3,4,1,2
53813,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,1,2,7,4,2,1,4,1,3,3,NA,NA,3,3,1,NA
53814,1,1,NA,NA,0,1,NA,0,0,NA,NA,NA,1,1,1,0,0,NA,3,1,3,3,1,1,1,1,4,4,NA,NA,1,1,1,3
53825,0,1,NA,NA,1,1,NA,0,0,NA,NA,NA,1,1,0,0,1,NA,1,1,6,3,2,2,3,2,4,4,NA,NA,2,1,1,3
53828,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,3,2,8,7,3,2,1,2,4,4,NA,NA,1,1,1,3
53835,0,0,2,1,0,0,2,0,0,2,4,2,0,0,0,0,0,2,3,4,5,5,2,2,2,2,2,4,3,5,2,1,2,3
53836,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,2,8,9,1,1,3,1,4,4,NA,NA,2,5,1,3
53840,1,0,5,5,0,1,4,0,0,3,4,4,1,0,0,0,1,2,NA,5,8,5,2,2,3,1,1,2,1,3,4,1,1,2
53842,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,2,1,5,7,4,3,1,1,4,4,NA,NA,1,1,1,3
53843,1,1,NA,NA,0,0,NA,0,1,NA,NA,NA,1,1,0,0,1,NA,2,2,7,6,2,2,1,1,4,4,NA,NA,1,1,3,3
53844,0,0,2,1,0,0,4,0,0,2,2,2,0,0,0,0,0,2,3,3,7,7,2,2,3,1,2,4,4,5,3,5,1,3
53845,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,1,2,7,8,1,1,3,2,4,4,NA,NA,2,2,1,2
53846,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,2,8,9,1,1,3,1,4,4,NA,NA,2,1,1,2
53850,0,0,3,3,0,0,3,0,0,4,2,4,0,0,0,0,0,3,3,3,7,7,3,4,3,1,4,3,3,4,2,1,1,3
53852,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,1,2,5,7,7,1,1,3,1,2,1,2,5,2,1,1,3
53855,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,2,2,5,8,NA,3,NA,3,2,4,4,3,4,2,1,NA,3
53856,0,0,2,2,0,0,1,0,0,2,2,1,0,0,0,0,0,3,2,4,6,4,2,2,1,2,3,2,3,5,1,1,1,3
53857,0,0,2,2,0,0,3,0,0,3,1,2,0,0,0,0,0,2,4,5,7,3,3,1,1,1,4,3,3,4,1,1,1,3
53860,0,0,1,2,0,0,3,0,0,3,3,3,0,0,0,0,0,2,1,3,7,5,2,1,3,2,4,4,4,4,2,5,1,3
53864,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,2,7,8,1,1,1,1,4,4,NA,NA,1,5,2,2
53865,0,0,1,2,0,0,1,0,0,1,2,1,0,0,0,0,0,1,3,5,5,5,1,2,4,2,2,4,2,2,4,6,4,3
53869,1,0,1,1,0,0,1,0,0,1,3,2,0,0,0,1,0,2,1,4,3,3,NA,1,3,1,4,4,4,4,2,NA,3,2
53871,1,1,NA,NA,0,1,NA,0,0,NA,NA,NA,1,1,0,0,1,NA,1,1,8,6,2,3,3,2,4,3,NA,NA,2,1,1,3
53872,0,0,1,5,0,0,2,0,0,1,2,1,0,0,0,0,0,2,2,5,8,7,1,1,3,1,4,3,4,5,2,1,1,2
53873,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,3,2,5,3,3,3,1,1,4,4,NA,NA,1,5,1,3
53874,0,0,1,2,0,0,1,0,0,1,2,2,0,0,0,0,0,2,2,3,7,9,1,2,2,2,4,4,4,5,2,1,1,3
53876,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,1,2,7,8,3,3,1,1,4,4,NA,NA,1,1,1,2
53877,0,0,1,2,0,0,2,0,0,1,1,1,0,0,0,0,0,1,1,4,8,7,2,2,1,2,4,4,3,3,1,1,1,3
53882,0,0,1,1,0,0,2,0,0,1,1,2,0,0,0,0,0,2,3,5,7,7,3,2,2,1,4,4,3,4,2,5,1,3
53883,0,0,1,1,0,0,5,0,0,2,1,2,0,0,0,0,0,2,2,4,8,9,1,1,2,1,3,4,5,4,2,2,1,3
53884,0,0,1,2,0,0,1,0,0,1,4,1,0,0,0,0,0,1,3,4,5,NA,2,NA,1,2,2,4,3,3,1,1,NA,1
53885,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,3,2,7,9,1,2,2,2,2,3,NA,NA,2,1,1,3
53887,0,0,2,2,0,0,2,0,0,2,3,2,0,0,0,0,0,2,3,3,8,7,1,1,3,1,4,3,4,4,2,1,1,3
53888,0,0,2,2,0,0,2,0,0,3,3,2,0,0,0,0,0,2,4,4,9,7,1,1,3,1,2,2,2,3,2,1,1,3
53893,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,3,1,5,7,7,2,2,3,2,2,2,2,3,2,5,1,2
53894,0,0,1,2,0,0,2,0,0,2,2,1,0,0,0,0,0,2,3,3,7,8,1,2,3,1,2,2,4,3,2,1,1,3
53900,0,0,1,2,0,0,1,0,0,1,2,1,0,0,0,0,1,2,1,3,8,5,1,1,3,2,4,4,5,5,3,1,1,2
53901,1,1,NA,NA,1,1,NA,0,1,NA,NA,NA,1,1,1,1,1,NA,1,1,9,7,NA,NA,3,1,4,4,NA,NA,2,1,NA,NA
53902,1,1,NA,NA,1,1,NA,0,0,NA,NA,NA,1,1,0,0,1,NA,2,1,7,7,3,3,3,1,2,2,NA,NA,2,1,1,3
53909,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,1,2,8,6,3,2,2,2,3,2,NA,NA,2,1,1,3
53911,0,0,2,3,0,0,2,0,0,5,4,5,0,0,0,0,0,2,2,3,3,5,3,3,4,2,2,2,3,3,3,5,1,3
53913,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,5,8,8,1,1,2,1,4,4,4,4,3,5,4,3
53914,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,1,2,7,8,3,3,1,2,4,4,NA,NA,1,1,2,3
53916,0,0,1,1,0,0,2,0,0,2,2,1,0,0,0,0,0,2,4,5,5,4,3,2,3,1,2,1,3,4,3,1,1,3
53919,0,0,1,3,0,0,2,0,0,1,4,1,0,0,0,0,0,2,3,3,3,7,1,1,1,1,3,3,4,4,1,1,1,3
53920,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,3,2,8,7,1,1,1,1,4,4,NA,NA,1,5,1,3
53922,0,0,1,1,0,0,2,0,0,1,2,1,0,0,0,0,0,2,3,5,7,6,4,4,1,1,1,1,3,4,1,1,1,2
53924,0,0,1,1,0,0,2,0,0,2,2,2,0,0,0,0,0,2,2,5,7,7,2,2,2,2,4,4,3,3,2,2,1,2
53925,0,0,2,1,0,0,2,0,0,2,2,2,0,0,0,0,0,2,1,4,8,7,1,1,2,2,4,4,2,3,3,1,1,3
53928,0,0,2,2,0,0,1,0,0,3,2,3,0,0,0,0,0,2,5,4,7,4,1,1,3,2,4,4,3,5,3,2,1,3
53930,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,2,2,7,4,2,2,2,1,3,3,NA,NA,2,2,1,3
53932,0,0,1,3,0,0,2,0,0,2,4,2,0,0,0,0,0,2,1,3,6,9,1,3,3,1,4,4,4,5,2,1,1,3
53936,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,2,5,5,8,NA,2,NA,3,1,4,2,5,5,2,1,NA,3
53938,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,3,2,7,4,3,2,1,2,4,3,NA,NA,1,1,1,3
53939,0,0,4,2,0,0,1,0,0,4,2,5,1,0,0,0,0,2,3,3,7,7,3,2,4,1,3,2,2,5,3,1,1,3
53941,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,3,2,5,3,2,2,3,1,2,2,NA,NA,2,1,1,3
53942,0,0,1,5,0,0,2,0,0,2,1,1,0,0,0,0,0,1,2,4,8,8,1,1,2,1,4,2,3,4,2,1,1,3
53946,0,0,2,2,0,0,1,0,0,1,2,1,0,0,0,0,0,2,3,4,7,7,3,2,2,1,4,3,3,4,2,1,1,3
53947,0,0,5,3,0,0,1,0,0,5,2,5,1,0,0,1,1,2,3,4,7,4,3,3,3,2,2,2,2,3,2,1,1,3
53949,1,1,NA,NA,0,1,NA,0,0,NA,NA,NA,1,1,0,0,1,NA,1,1,8,7,2,2,3,2,3,3,NA,NA,2,1,1,3
53950,0,0,1,3,0,0,2,0,0,4,3,4,1,0,0,0,0,2,3,3,7,7,1,1,3,1,3,4,3,4,2,2,1,3
53951,0,0,2,2,0,0,1,0,0,1,3,2,0,0,0,0,0,2,3,4,7,6,3,3,1,1,4,4,5,3,1,1,1,3
53955,0,0,2,5,0,0,1,0,0,1,2,1,0,0,0,0,0,1,3,5,2,2,1,1,4,1,1,1,5,2,3,2,1,2
53956,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,2,1,8,8,2,1,3,1,4,4,NA,NA,2,1,1,3
53957,0,0,2,2,0,0,2,0,0,1,4,2,0,0,0,0,0,2,3,3,7,7,2,1,1,1,2,2,3,3,1,1,1,3
53958,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,2,2,7,5,2,3,1,1,4,4,NA,NA,1,1,1,3
53959,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,4,1,5,NA,1,NA,4,2,4,4,NA,NA,4,4,NA,3
53963,0,0,1,1,0,0,1,0,0,2,2,2,0,0,0,0,0,2,3,5,7,6,2,2,2,2,2,4,2,2,2,1,1,3
53971,0,0,1,3,0,0,5,0,0,2,4,2,1,0,0,0,0,2,3,3,3,NA,1,NA,1,1,3,3,2,4,1,1,NA,3
53974,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,1,0,NA,3,2,9,4,1,1,3,2,4,4,NA,NA,2,1,5,3
53981,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,2,1,8,7,2,2,1,2,2,3,NA,NA,1,1,1,3
53982,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,3,2,8,7,1,2,1,1,3,2,NA,NA,1,1,1,3
53983,0,0,1,3,0,0,2,0,0,1,2,4,0,0,0,0,0,2,3,3,6,NA,3,NA,4,1,2,3,2,3,3,1,NA,3
53985,0,0,1,1,0,0,1,0,0,3,2,3,0,0,0,0,0,1,3,4,5,5,3,3,3,2,2,3,3,3,2,5,1,3
53987,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,1,NA,1,1,8,7,2,2,4,1,2,2,NA,NA,3,1,1,3
53988,0,0,1,1,0,0,2,0,0,2,2,1,0,0,0,0,0,2,2,4,9,4,2,3,1,2,3,2,3,3,1,1,1,3
53990,0,0,1,1,0,0,2,0,0,2,1,2,0,0,0,0,0,2,3,5,5,8,2,2,3,2,3,2,2,4,3,5,1,3
53993,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,2,8,6,3,3,3,1,2,2,NA,NA,2,1,2,3
53994,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,1,1,9,7,3,2,3,1,4,3,NA,NA,2,1,1,3
53995,0,0,1,3,0,0,1,0,0,2,2,2,0,0,0,0,0,2,1,3,7,7,1,1,3,1,4,4,3,4,2,1,1,2
53996,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,2,2,7,8,1,1,1,2,4,4,NA,NA,1,1,1,2
53997,0,0,1,3,0,0,1,0,0,2,2,2,0,0,0,0,0,2,2,4,8,5,1,1,3,1,3,3,2,3,2,1,1,3
54000,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,2,2,3,4,2,2,3,2,4,4,NA,NA,2,5,1,3
54001,0,0,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,2,2,5,3,NA,3,NA,3,2,4,4,5,5,2,5,NA,3
54005,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,5,7,7,2,3,3,2,4,4,2,4,2,5,1,2
54006,0,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,1,2,8,8,1,1,1,1,3,3,NA,NA,1,1,1,2
54008,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,2,1,5,5,5,1,3,2,1,2,4,4,4,3,1,5,3
54010,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,1,0,0,NA,5,2,7,NA,3,NA,1,1,2,2,NA,NA,1,1,NA,3
54011,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,2,2,5,5,2,2,3,1,4,4,NA,NA,2,1,1,3
54013,0,0,1,2,0,0,1,0,0,1,2,1,0,0,0,0,0,2,3,4,3,5,1,1,2,2,3,3,2,3,2,5,1,2
54014,1,1,NA,NA,1,1,NA,0,0,NA,NA,NA,1,1,1,0,1,NA,1,1,7,3,4,3,4,1,4,4,NA,NA,3,3,1,3
54015,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,2,8,7,2,2,1,2,2,4,NA,NA,1,1,1,3
54021,0,0,2,3,0,0,4,0,0,4,4,4,0,0,0,0,0,4,3,4,9,7,3,4,2,1,4,4,4,4,3,1,5,3
54022,0,0,2,1,0,0,2,0,0,1,1,1,0,0,0,0,0,2,3,5,8,8,1,2,2,1,3,2,3,4,2,1,5,3
54024,0,0,2,4,0,0,4,0,0,4,3,4,0,0,0,0,0,2,4,3,6,5,2,2,1,1,2,2,5,4,1,2,1,3
54026,0,0,2,3,0,0,1,0,0,5,4,2,1,0,0,0,0,3,3,3,3,NA,1,NA,1,2,2,4,4,3,1,4,NA,3
54036,0,0,2,2,0,0,3,0,0,1,1,3,0,0,0,0,0,1,1,5,9,6,3,3,2,1,4,3,3,4,2,1,5,3
54037,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,1,1,8,7,1,1,1,1,4,3,NA,NA,1,1,1,3
54042,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,2,2,7,7,1,2,4,2,2,4,NA,NA,3,1,5,3
54043,0,0,NA,NA,0,1,NA,0,0,NA,NA,NA,1,1,0,0,1,NA,1,1,7,8,1,1,3,2,4,4,NA,NA,2,1,1,3
54044,0,0,1,2,0,0,2,0,0,1,2,2,0,0,0,0,0,2,5,5,9,2,1,1,3,1,4,3,4,3,2,1,1,2
54046,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,3,5,7,5,3,2,2,2,4,4,3,4,2,2,1,3
54049,0,0,2,1,0,0,2,0,0,1,2,2,0,0,0,0,0,2,3,4,7,7,1,1,1,1,4,4,4,5,1,1,1,2
54050,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,1,2,7,NA,1,NA,1,1,2,2,NA,NA,1,5,NA,3
54054,0,0,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,2,3,4,3,6,3,4,2,1,4,2,5,5,2,1,1,3
54055,0,0,1,3,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,3,7,8,2,2,4,2,2,3,3,3,3,1,1,3
54058,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,2,7,8,2,2,1,2,4,4,NA,NA,1,1,1,3
54059,0,0,1,3,0,0,3,0,0,1,2,5,0,0,0,0,0,2,1,3,7,3,3,2,2,1,2,2,NA,NA,2,1,1,3
54061,0,1,2,3,0,0,1,0,0,3,4,3,0,0,0,0,0,2,5,3,6,3,3,1,2,2,4,4,1,3,2,5,5,3
54062,0,0,2,3,0,0,3,0,0,1,4,4,0,0,0,0,0,2,2,4,7,7,1,2,2,2,4,4,2,4,2,1,1,3
54065,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,NA,2,8,4,3,2,1,2,2,3,NA,NA,1,1,1,3
54066,0,0,1,1,0,0,2,0,0,2,2,3,0,0,0,0,0,2,3,4,7,7,2,2,1,1,4,4,3,3,1,2,1,3
54069,0,0,1,3,0,0,1,0,0,1,4,1,0,0,0,0,0,2,4,5,7,7,5,3,2,1,4,4,4,5,2,2,1,3
54071,0,0,2,4,0,0,3,0,0,3,4,4,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,2,5,3,1,1,1,3
54073,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,1,2,8,8,2,2,3,1,2,4,NA,NA,2,1,1,2
54074,0,0,2,2,0,0,2,0,0,1,4,1,0,0,0,0,0,2,5,3,8,3,4,3,1,1,2,2,1,1,1,1,1,3
54076,0,0,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,3,2,6,8,2,1,3,2,2,2,NA,NA,2,6,1,2
54077,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,2,3,4,7,7,2,2,1,2,4,4,2,3,1,1,2,3
54081,0,0,1,2,0,0,1,0,0,2,1,2,0,0,0,0,0,2,3,4,9,9,2,2,1,2,3,4,2,3,1,1,1,3
54082,0,0,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,2,2,4,5,7,1,1,2,1,4,4,2,3,2,5,1,2
54085,0,0,2,1,0,0,2,0,0,2,2,2,0,0,0,0,0,2,2,5,7,7,2,2,3,2,3,2,3,3,2,1,1,2
54086,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,0,0,0,0,NA,2,2,3,3,4,4,3,2,3,4,NA,NA,2,2,1,3
54090,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,1,1,9,8,1,1,1,2,4,4,NA,NA,1,1,1,3
54092,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,4,5,9,9,2,2,1,1,4,4,2,3,1,1,1,3
54094,1,1,NA,NA,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,NA,2,1,9,8,2,2,1,2,3,2,NA,NA,1,1,1,3
54095,0,0,2,3,0,0,2,0,0,5,4,5,0,0,0,0,0,2,4,3,8,7,2,2,2,1,4,4,4,5,2,5,1,3
